CASE_ID,ACCIDENT_YEAR,PROC_DATE,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,STATE_ROUTE,LATITUDE,LONGITUDE,COUNTY,CITY
9292483,2021,2021-07-27,2021-06-09,2014,3,HESPERIAN BL,WEST ST,,,,ALAMEDA,HAYWARD
9297072,2021,2021-09-13,2021-05-12,0539,3,INTERNATIONAL BL,35TH AV,,,,ALAMEDA,OAKLAND
9355765,2021,2021-11-08,2021-09-25,2133,6,SAN PABLO,MARIN,123,37.886810302734375,-122.297607421875,ALAMEDA,ALBANY
9360439,2021,2021-11-17,2021-07-16,0510,5,INTERNATIONAL BL,103RD AV,,,,ALAMEDA,OAKLAND
9379133,2021,2022-01-06,2021-11-25,1819,4,ASHBY AV,SACRAMENTO ST,13,37.853279113769531,-122.27900695800781,ALAMEDA,BERKELEY
9379304,2021,2022-01-14,2021-12-20,2500,1,BAYFAIR DR,E 14TH ST,185,37.701591491699219,-122.12399291992188,ALAMEDA,SAN LEANDRO
92144354,2023,2023-08-15,2023-08-02,0647,3,I-580 EASTBOUND,GREENVILLE ROAD,580,37.719261169433594,-121.69300842285156,ALAMEDA,UNINCORPORATED
92208275,2023,2023-10-25,2023-10-18,1500,3,I-680 NORTHBOUND,SR-238 / NORTH MISSION BOULEVARD,680,37.546501159667969,-121.91985321044922,ALAMEDA,UNINCORPORATED
92224580,2023,2023-10-31,2023-10-27,1359,5,I-680 N/B,PASEO PADRE PARKWAY,680,37.533828735351562,-121.93621826171875,ALAMEDA,FREMONT
92234574,2023,2023-11-13,2023-11-04,1242,6,PALOMARES RD,MILE MARKER 7.00,,37.629909515380859,-121.94731903076172,ALAMEDA,UNINCORPORATED
92234705,2023,2023-11-13,2023-11-01,1515,3,I-80 E/B,BUCHANNAN STREET,80,37.883998870849609,-122.30857849121094,ALAMEDA,BERKELEY
92054465,2023,2023-04-27,2023-03-26,0135,7,I-880 S/B,OAK ST,880,37.792919158935547,-122.26361083984375,ALAMEDA,OAKLAND
92080520,2023,2023-05-29,2023-05-18,1408,4,SR-92 EASTBOUND,INDUSTRIAL BLVD,92,37.631538391113281,-122.11129760742188,ALAMEDA,HAYWARD
92083804,2023,2023-06-01,2023-05-26,1855,5,I-680 N/B,ANDRADE RD,680,37.571781158447266,-121.8892822265625,ALAMEDA,UNINCORPORATED
92097851,2023,2023-06-20,2023-06-07,0555,3,I-238 N/B,E 14TH ST,238,37.688720703125,-122.11102294921875,ALAMEDA,UNINCORPORATED
92099361,2023,2023-06-22,2023-06-09,0432,5,CROW CANYON RD,10970 CROW CANYON ROAD,,37.766948699951172,-122.01361083984375,ALAMEDA,UNINCORPORATED
92131919,2023,2023-07-31,2023-07-14,1628,5,I-680 S/B,KOOPMANN ROAD,680,37.619239807128906,-121.87886047363281,ALAMEDA,PLEASANTON
91971953,2023,2023-01-19,2023-01-10,0745,2,151ST AVE,SR-185 (E. 14TH STREET),185,37.704830169677734,-122.12769317626953,ALAMEDA,UNINCORPORATED
91974468,2022,2023-01-23,2022-12-10,0530,6,I-80 E/B,BUCHANAN ST,80,37.88629150390625,-122.30895233154297,ALAMEDA,BERKELEY
91989724,2023,2023-02-08,2023-01-28,1626,6,WEST SUNSET BLVD,GARDEN AVE,,37.669471740722656,-122.11203002929688,ALAMEDA,UNINCORPORATED
91997175,2023,2023-02-17,2023-02-10,1330,5,I-680 NORTHBOUND,ANDRADE ROAD,680,37.578380584716797,-121.87715148925781,ALAMEDA,UNINCORPORATED
92008213,2023,2023-03-02,2023-02-20,1840,1,I-580 EASTBOUND,HACIENDA,580,37.701671600341797,-121.88337707519531,ALAMEDA,PLEASANTON
92022871,2023,2023-09-11,2023-01-30,0510,1,I-580 EB TO I-238 NB,SR-185 (EAST 14TH STREET),,37.690391540527344,-122.10188293457031,ALAMEDA,UNINCORPORATED
91721633,2022,2022-03-14,2022-03-06,2500,7,I-880 S/B FROM BROADWAY,WEBSTER ST,880,37.796890258789062,-122.27163696289062,ALAMEDA,OAKLAND
91763078,2022,2022-05-03,2022-04-24,1515,7,I-880 SOUTHBOUND,LEWELLING BOULEVARD,880,37.687389373779297,-122.13362884521484,ALAMEDA,SAN LEANDRO
91784173,2022,2022-05-30,2022-05-13,1630,5,I-880 NORTHBOUND (NIMITZ FREEWAY),ALVARADO-NILES ROAD,880,37.601051330566406,-122.06253051757812,ALAMEDA,UNION CITY
91815530,2022,2022-07-12,2022-03-12,0220,6,I-80 WB TO I-580 EB / I-880 SB,POWELL ST,80,37.830780029296875,-122.2938232421875,ALAMEDA,OAKLAND
91868001,2022,2022-09-19,2022-09-09,1700,5,I-680 NORTHBOUND,SHERIDAN ROAD,680,37.560260772705078,-121.9097900390625,ALAMEDA,UNINCORPORATED
91946656,2022,2022-12-20,2022-11-19,0002,6,I-880 N/B,HEGENBERGER RD,880,37.737770080566406,-122.19378662109375,ALAMEDA,OAKLAND
91626881,2021,2021-11-17,2021-11-04,1704,4,I-880 N/B,AUTOMALL PARKWAY,880,37.500431060791016,-121.95845794677734,ALAMEDA,FREMONT
91627283,2021,2021-11-17,2021-11-15,1730,1,I-880 N/B,AUTO MALL PARKWAY,880,37.504478454589844,-121.96367645263672,ALAMEDA,FREMONT
91631340,2021,2021-11-22,2021-11-07,2100,7,I-880 N/B,UNION ST,880,37.802501678466797,-122.29309844970703,ALAMEDA,OAKLAND
91645191,2021,2021-12-07,2021-11-27,0615,6,I-880 S/B,ZHONE WAY,,37.753520965576172,-122.20953369140625,ALAMEDA,OAKLAND
91656616,2021,2021-12-20,2021-12-11,2000,6,I-880 NORTHBOUND,DIXON LANDING ROAD,880,37.468109130859375,-121.92843627929688,ALAMEDA,FREMONT
91668665,2021,2022-01-03,2021-12-21,1110,2,SR-84 N/B FROM NEWARK BLVD,NEWARK BLVD,84,37.553691864013672,-122.04884338378906,ALAMEDA,NEWARK
91544614,2021,2021-08-13,2021-08-03,1432,2,SR-92 E/B,SUB-STATION 6,92,37.609928131103516,-122.17829895019531,ALAMEDA,HAYWARD
91563207,2021,2021-09-06,2021-08-30,2015,1,COLBY STREET,HESPERIAN BOULEVARD,,37.696029663085938,-122.12973785400391,ALAMEDA,UNINCORPORATED
91570264,2021,2021-09-14,2021-09-03,2230,5,GROVE WAY,I-580 E/B TO GROVE WAY,,37.284828186035156,-122.49494171142578,ALAMEDA,UNINCORPORATED
91577715,2021,2021-09-23,2021-09-13,1500,1,INTERSTATE 880 SOUTHBOUND,MARINA BLVD,880,37.71343994140625,-122.1710205078125,ALAMEDA,SAN LEANDRO
91588009,2021,2021-10-05,2021-08-17,1040,2,I-880 SOUTHBOUND TO AUTO MALL PARKWAY,AUTO MALL PARKWAY,880,37.508201599121094,-121.96929931640625,ALAMEDA,FREMONT
91619380,2021,2021-11-09,2021-11-08,0705,1,I-80 W/B,BUCHANAN ST,80,37.885761260986328,-122.30908203125,ALAMEDA,ALBANY
91457742,2021,2021-04-26,2021-04-18,2315,7,I-80 E/B,CENTRAL AVE,80,37.899101257324219,-122.30950164794922,ALAMEDA,ALBANY
91490889,2021,2021-06-07,2021-05-31,1135,1,I-680 SOUTHBOUND,SHERIDAN ROAD,680,37.564041137695312,-121.90325927734375,ALAMEDA,UNINCORPORATED
91514387,2021,2021-07-07,2021-07-02,1103,5,I-580 EASTBOUND,VASCO ROAD,580,37.706699371337891,-121.72850036621094,ALAMEDA,LIVERMORE
91515512,2021,2021-07-08,2021-06-29,1530,2,I-680 NORTHBOUND,ANDRADE ROAD,,37.575031280517578,-121.88359069824219,ALAMEDA,FREMONT
91520217,2021,2021-07-14,2021-07-06,0610,2,I-880 SB FROM WASHINGTON AVE,WASHINGTON AVE,880,37.69049072265625,-122.13848114013672,ALAMEDA,SAN LEANDRO
91538380,2021,2021-08-06,2021-07-27,1938,2,I-580 W/B,159TH AVENUE,580,37.707000732421875,-122.12035369873047,ALAMEDA,UNINCORPORATED
82045734,2023,2023-04-17,2023-04-05,1220,3,ALVARADO BLVD,FALCON DR,,,,ALAMEDA,FREMONT
82147987,2023,2023-08-21,2023-08-15,1300,2,PRESTON AV,SOUTHFRONT RD (E),,37.706520080566406,-121.72164154052734,ALAMEDA,LIVERMORE
82369499,2022,2024-04-22,2022-01-27,1610,4,SINGLETON AV,5TH ST,,,,ALAMEDA,ALAMEDA
91387943,2021,2021-01-15,2021-01-10,2050,7,SR-92 E/B,CLAWITER RD. OVER-CROSSING,92,37.625209808349609,-122.12979125976562,ALAMEDA,HAYWARD
91394794,2021,2021-01-27,2021-01-22,2145,5,I-580 W/B,E. CASTRO VALLEY BOULEVARD,580,37.702228546142578,-122.03376770019531,ALAMEDA,UNINCORPORATED
91413322,2021,2021-02-23,2021-02-17,1720,3,I-238 NORTHBOUND,EAST 14TH STREET,238,37.689151763916016,-122.10722351074219,ALAMEDA,UNINCORPORATED
81706539,2022,2022-02-23,2022-01-23,0942,7,PINE ST,RINCON AV,,37.688240051269531,-121.78336334228516,ALAMEDA,LIVERMORE
81748702,2022,2022-04-15,2022-03-27,1953,7,THORNTON AVE,SAN PEDRO DR,,,,ALAMEDA,FREMONT
81782929,2022,2022-05-27,2022-05-18,1550,3,EGGERS DR,GARWAY DR,,,,ALAMEDA,FREMONT
81842127,2022,2022-08-17,2022-08-13,1550,6,VASCO RD,WELCH LN,,37.673839569091797,-121.71907043457031,ALAMEDA,LIVERMORE
82040084,2023,2023-04-10,2023-03-31,1907,5,PASEO PADRE PKWY,WALNUT AVE,,,,ALAMEDA,FREMONT
82045728,2023,2023-04-17,2023-03-31,1651,5,WALNUT AVE,GODFREY ST,,,,ALAMEDA,FREMONT
9647578,2023,2023-12-13,2023-09-03,0410,7,COLISEUM WY,HEGENBERGER RD,,,,ALAMEDA,OAKLAND
9652102,2023,2024-01-30,2023-12-07,1335,4,CHANNING,JEFFERSON,,37.86444091796875,-122.27796173095703,ALAMEDA,BERKELEY
9654223,2023,2024-02-05,2023-12-17,1146,7,13TH ST,MONTICELLO ST,,37.637290954589844,-122.05577087402344,ALAMEDA,HAYWARD
9657317,2023,2024-07-02,2023-12-20,0653,3,7TH ST EXT,MANDELA PKWY,,,,ALAMEDA,OAKLAND
9714728,2023,2024-07-18,2023-10-16,0811,1,EMBARCADERO,5TH AV,,,,ALAMEDA,OAKLAND
81626774,2021,2021-11-17,2021-11-09,1735,2,STEVENSON BLVD,DAVIS ST,,,,ALAMEDA,FREMONT
9594797,2023,2023-07-11,2023-05-09,1930,2,ADELINE AV,HARMON AV,,,,ALAMEDA,BERKELEY
9608425,2023,2023-08-15,2023-07-03,1600,1,73RD AV,WELD ST,,,,ALAMEDA,OAKLAND
9629370,2023,2023-10-20,2023-08-23,1540,3,KITTREDGE,MILVIA,,37.868160247802734,-122.27034759521484,ALAMEDA,BERKELEY
9630928,2023,2023-11-09,2023-10-22,1051,7,BERNAL AV,1ST ST,,,,ALAMEDA,PLEASANTON
9637027,2023,2023-11-17,2023-09-03,1623,7,85TH AV,INTERNATIONAL BL,,,,ALAMEDA,ALAMEDA
9644396,2023,2023-12-15,2023-10-23,1236,1,COOLIDGE AV,DAVIS BL,,,,ALAMEDA,OAKLAND
9536239,2022,2022-12-27,2022-11-10,2154,4,SHATTUCK,DERBY,,37.860569000244141,-122.26744079589844,ALAMEDA,BERKELEY
9537406,2022,2023-01-11,2022-11-03,0928,4,EUNICE,EUCLID,,37.886650085449219,-122.26235198974609,ALAMEDA,BERKELEY
9586652,2022,2023-06-16,2022-10-13,1528,4,LINDA AV,PIEDMONT AV,,,,ALAMEDA,OAKLAND
9589163,2023,2023-06-12,2023-05-13,0048,6,AMADOR VALLEY BL,VILLAGE PW,,,,ALAMEDA,DUBLIN
9592550,2023,2023-06-29,2023-05-18,0937,4,9TH ST,HARRISON ST,,,,ALAMEDA,OAKLAND
9594609,2023,2023-06-29,2023-04-08,2014,6,ALVARADO NILES RD,MONTERRA TERR,,,,ALAMEDA,UNION CITY
9490962,2022,2022-09-01,2022-07-15,1550,5,ARLINGTON AV,MARKET ST,,,,ALAMEDA,OAKLAND
9501910,2022,2022-10-24,2022-08-30,1826,2,UNIVERSITY,GRANT,,37.871261596679688,-122.27523803710938,ALAMEDA,BERKELEY
9511185,2022,2023-02-01,2022-12-11,2029,7,CEDAR BL,NEWARK BL,,37.548061370849609,-122.04434204101562,ALAMEDA,NEWARK
9512485,2022,2022-10-28,2022-04-19,0901,2,LENOX AV,GRAND AV,,,,ALAMEDA,OAKLAND
9519154,2022,2023-02-02,2022-12-12,0105,1,WARD,MARTIN LUTHER KING JR,,37.858860015869141,-122.27159881591797,ALAMEDA,BERKELEY
9530293,2022,2022-11-29,2022-10-07,1543,5,UNIVERSITY,ACTON,,37.870109558105469,-122.28424835205078,ALAMEDA,BERKELEY
9456861,2022,2022-07-27,2022-02-16,2124,3,73RD AV,BANCROFT AV,,,,ALAMEDA,OAKLAND
9467273,2022,2023-02-06,2022-11-26,0955,6,SAN PABLO,MONROE,,37.88446044921875,-122.29695892333984,ALAMEDA,ALBANY
9471178,2023,2023-10-25,2023-07-16,0221,7,16TH ST,CLAY ST,,,,ALAMEDA,OAKLAND
9472386,2021,2022-08-08,2021-04-07,2107,3,DOOLITTLE DR,HEGENBERGER RD,,,,ALAMEDA,OAKLAND
9474443,2022,2022-07-06,2022-05-22,1728,7,WEST WINTON AV,AMADOR ST,,37.659000396728516,-122.0947265625,ALAMEDA,HAYWARD
9479027,2022,2022-08-17,2022-07-19,1708,2,LEWELLING BL,SUNNYHAVEN ST,,,,ALAMEDA,SAN LEANDRO
9386587,2021,2022-01-04,2021-11-12,1717,5,ADELINE,OREGON ST,,37.858108520507812,-122.26725006103516,ALAMEDA,BERKELEY
9392902,2021,2022-01-31,2021-11-25,2208,4,INTERNATIONAL BL,73RD AV,,,,ALAMEDA,OAKLAND
9421878,2021,2022-05-02,2021-10-23,1036,6,8TH ST,OAK ST,,,,ALAMEDA,OAKLAND
9435276,2022,2022-04-29,2022-03-14,2119,1,STONERIDGE DR,SANTA RITA RD,,,,ALAMEDA,PLEASANTON
9436096,2022,2022-05-03,2022-03-10,1909,4,UNIVERSITY,6TH,,37.867988586425781,-122.29766082763672,ALAMEDA,BERKELEY
9454383,2022,2022-11-15,2022-06-30,1648,4,E 14TH ST,135TH AV,185,,,ALAMEDA,SAN LEANDRO
9246364,2021,2021-04-01,2021-01-14,2009,4,106TH AV,E ST,,,,ALAMEDA,OAKLAND
9268436,2021,2021-07-02,2021-06-05,1447,6,CUSHING PKWY,AUTO MALL CIR,,,,ALAMEDA,FREMONT
9287925,2021,2021-08-09,2021-05-30,0100,7,SEMINARY AV,HOLWAY ST,,,,ALAMEDA,OAKLAND
9356546,2021,2021-11-29,2021-10-11,1437,1,HESPERIAN BL,RUTH CT,,,,ALAMEDA,SAN LEANDRO
9369131,2021,2021-12-09,2021-03-12,1732,5,SAN LEANDRO ST,44TH AV,,,,ALAMEDA,OAKLAND
9407880,2022,2022-06-16,2022-05-05,2245,4,INTERNATIONAL BL,78TH AV,,,,ALAMEDA,OAKLAND
92118869,2023,2023-07-17,2023-07-07,0050,5,I-880 S/B,A ST,880,37.669429779052734,-122.10964202880859,ALAMEDA,UNINCORPORATED
92149132,2023,2023-08-21,2023-08-13,0332,7,I-880 N/B,MOWRY AVE,880,37.528118133544922,-121.99884033203125,ALAMEDA,FREMONT
92173325,2023,2023-09-19,2023-09-10,2032,7,I-80 W/B,SAN FRANCISCO OAKLAND BAY BRIDGE TOLL PLAZA,80,37.825008392333984,-122.31255340576172,ALAMEDA,OAKLAND
92209404,2023,2023-10-26,2023-10-24,0710,2,I-880 S/B,PASEO GRANDE,880,37.680728912353516,-122.12371063232422,ALAMEDA,UNINCORPORATED
92252119,2023,2023-12-04,2023-11-23,0315,4,I-580 WESTBOUND,ISABEL AVENUE,,37.700939178466797,-121.79238128662109,ALAMEDA,LIVERMORE
92325335,2023,2024-02-28,2023-08-06,2120,7,I-880 NORTHBOUND,WHIPPLE ROAD,880,37.603851318359375,-122.06427001953125,ALAMEDA,UNION CITY
92005375,2023,2023-02-28,2023-02-17,1400,5,SR-84 / VALLECITOS ROAD,LITTLE VALLEY RD,84,37.603240966796875,-121.84413909912109,ALAMEDA,UNINCORPORATED
92077319,2023,2023-05-25,2023-05-20,0320,6,I-880 S/B,MARINA BLVD,880,37.711208343505859,-122.16802978515625,ALAMEDA,SAN LEANDRO
92082640,2023,2023-05-31,2023-05-24,0915,3,I-680 S/B,WASHINGTON BLVD,680,37.526729583740234,-121.94664001464844,ALAMEDA,FREMONT
92103138,2023,2023-06-27,2023-06-19,1400,1,CROW CANYON ROAD,NORRIS CANYON ROAD,,37.72161865234375,-122.03748321533203,ALAMEDA,UNINCORPORATED
92104530,2023,2023-06-28,2023-06-24,1440,6,I-238 N/B,E. 14TH STREET,238,37.688770294189453,-122.11134338378906,ALAMEDA,SAN LEANDRO
92113437,2023,2023-07-10,2023-07-02,1335,7,I-880 N/B FROM WHIPPLE ROAD,WHIPPLE RD,880,37.609031677246094,-122.06787109375,ALAMEDA,HAYWARD
91911639,2022,2022-11-07,2022-10-30,1640,7,I-580 WESTBOUND,NORTH FLYNN ROAD,580,37.726070404052734,-121.64356994628906,ALAMEDA,UNINCORPORATED
91933740,2022,2022-12-05,2022-11-28,1425,1,I-880 S/B (NIMITZ FREEWAY),MOWRY AVE,880,37.529529571533203,-122.00189208984375,ALAMEDA,FREMONT
91961113,2023,2023-01-05,2023-01-05,0140,4,I-580 E/B,GRANT LINE RD,580,37.734748840332031,-121.61221313476562,ALAMEDA,UNINCORPORATED
91982787,2023,2023-01-31,2023-01-23,1840,1,I-580 E/B,N. LIVERMORE AVE.,580,37.700931549072266,-121.77271270751953,ALAMEDA,LIVERMORE
91991547,2023,2023-02-10,2023-01-22,0115,7,EAST AVENUE,NORTHPOINTE COURT,,37.671638488769531,-122.06143951416016,ALAMEDA,UNINCORPORATED
92005065,2023,2023-02-28,2023-02-16,0538,4,I-580 WESTBOUND,I-680,580,37.702098846435547,-121.91581726074219,ALAMEDA,PLEASANTON
91716245,2022,2022-03-07,2022-01-28,0050,5,I-580 W/B,PARK BLVD,580,37.8031005859375,-122.23159790039062,ALAMEDA,OAKLAND
91737940,2022,2022-05-23,2022-03-13,1600,7,I-80 EB,UNIVERSITY AVE,80,37.865798950195312,-122.30342864990234,ALAMEDA,BERKELEY
91743615,2022,2022-04-07,2022-04-01,0541,5,GRANT LINE ROAD,I-580,,37.741600036621094,-121.58560180664062,ALAMEDA,UNINCORPORATED
91784828,2022,2022-05-31,2022-05-26,1505,4,SR-84 NILES CANYON ROAD,PALOMARES ROAD,,37.354499816894531,-121.55484008789062,ALAMEDA,UNINCORPORATED
91848774,2022,2022-08-25,2022-08-16,1650,2,I-880 NORTHBOUND,MARINA BOULEVARD,880,37.706691741943359,-122.16107177734375,ALAMEDA,SAN LEANDRO
91857172,2022,2022-09-05,2022-08-22,1340,1,I-880 N/B FROM AUTO MALL PARKWAY E/B,AUTO MALL PARKWAY,,37.507030487060547,-121.9658203125,ALAMEDA,FREMONT
91635292,2021,2021-11-25,2021-11-16,1100,2,INTERSTATE 880 NORTHBOUND,DECOTO ROAD,880,37.558021545410156,-122.03240966796875,ALAMEDA,FREMONT
91644447,2021,2021-12-06,2021-11-26,1710,5,SR-84 WESTBOUND,LITTLE VALLEY ROAD,,37.605819702148438,-121.83519744873047,ALAMEDA,UNINCORPORATED
91672071,2021,2022-01-06,2021-12-30,1635,4,I680 S/B,KOOPMAN RD.,,37.612018585205078,-121.8753662109375,ALAMEDA,UNINCORPORATED
91685824,2022,2022-01-26,2022-01-19,0620,3,I-680 S/B,ANDRADE ROAD,,37.577930450439453,-121.87712860107422,ALAMEDA,UNINCORPORATED
91690496,2022,2022-02-01,2022-01-21,2125,5,I-580 E/B FROM FIRST STREET,FIRST STREET,,37.702419281005859,-121.73853302001953,ALAMEDA,LIVERMORE
91712917,2022,2022-03-02,2022-02-17,0052,4,I-580 E/B TO DUTTON AVENUE,MACARTHUR BLVD,,37.441478729248047,-122.82964324951172,ALAMEDA,OAKLAND
91454945,2021,2021-04-21,2021-04-14,1615,3,I-205 EASTBOUND,MIDWAY ROAD,205,37.741958618164062,-121.5723876953125,ALAMEDA,UNINCORPORATED
91458412,2021,2021-04-26,2021-04-14,1630,3,162ND AVE,MATEO ST,,37.393928527832031,-122.39394378662109,ALAMEDA,UNINCORPORATED
91474517,2021,2021-05-19,2021-04-14,1325,3,I-680 NORTHBOUND,LAGUNA CREEK LANE,680,37.64385986328125,-121.887939453125,ALAMEDA,PLEASANTON
91474602,2021,2021-08-06,2021-05-10,0707,1,SR-84 S/B,SAN MATEO COUNTY LINE,84,37.510349273681641,-122.11228179931641,ALAMEDA,FREMONT
91482863,2021,2021-05-27,2021-05-25,0640,2,I-80 WESTBOUND,SFOBB TOLL PLAZA,80,37.823848724365234,-122.31883239746094,ALAMEDA,OAKLAND
91560986,2021,2021-09-02,2021-08-26,0610,4,I-580 W/B TO I-80 W/B,MANDELA PARKWAY,580,37.827140808105469,-122.29071044921875,ALAMEDA,OAKLAND
82370537,2023,2024-04-22,2023-06-08,1446,4,MAIN ST,W MIDWAY AV,,37.784938812255859,-122.29116821289062,ALAMEDA,ALAMEDA
82390050,2023,2024-05-15,2023-09-03,1703,7,WILLIE STARGELL AV,5TH ST,,37.784999847412109,-122.28131103515625,ALAMEDA,ALAMEDA
91387315,2021,2021-01-14,2021-01-11,0505,1,PASEO GRANDE,VIA ARRIBA,,37.678970336914062,-122.12767791748047,ALAMEDA,UNINCORPORATED
91405814,2021,2021-02-10,2021-02-03,0440,3,I-580 EASTBOUND,FIRST STREET,580,37.702358245849609,-121.74118041992188,ALAMEDA,LIVERMORE
91410175,2021,2021-02-17,2021-02-16,1240,2,I-880 S/B (NIMITZ FREEWAY),MARINA BLVD,880,37.710971832275391,-122.16754150390625,ALAMEDA,SAN LEANDRO
91421500,2021,2021-03-05,2021-02-26,1510,5,I-680 NORTHBOUND,PALM AVENUE OVERCROSSING,680,37.535099029541016,-121.93344116210938,ALAMEDA,FREMONT
81842115,2022,2022-08-17,2022-07-18,0412,1,STEVENSON BLVD,PASEO PADRE PKWY,,,,ALAMEDA,FREMONT
81872592,2022,2022-09-26,2022-09-16,0831,5,EAST AV,JEFFERSON AV,,37.67926025390625,-121.74372100830078,ALAMEDA,LIVERMORE
81895907,2022,2022-10-21,2022-10-05,2012,3,DECOTO RD,I-880 SB OFFRAMP,,,,ALAMEDA,FREMONT
81917787,2022,2022-11-15,2022-09-08,1755,4,PASEO PADRE PKWY,THORNTON AVE,,,,ALAMEDA,FREMONT
82135986,2023,2023-08-04,2023-07-19,1303,3,SR-84 (THORNTON AV),DUTRA WY,,,,ALAMEDA,FREMONT
82369649,2022,2024-04-22,2022-03-31,1755,4,LINCOLN AV,WALNUT ST,,37.768291473388672,-122.24523162841797,ALAMEDA,ALAMEDA
9639504,2023,2024-01-24,2023-10-21,1640,6,MACARTHUR BL,VICTOR AV,,,,ALAMEDA,SAN LEANDRO
9675602,2023,2024-03-23,2023-11-03,2025,5,MARKET ST,5TH ST,,,,ALAMEDA,OAKLAND
9684592,2023,2024-05-29,2023-12-22,2257,5,BROOKDALE AV,LILAC ST,,,,ALAMEDA,OAKLAND
81542071,2021,2021-08-11,2021-07-26,0101,1,MURRIETA BL,HOLMES ST,,,,ALAMEDA,LIVERMORE
81747739,2022,2022-04-14,2022-03-26,2234,6,MOWRY AVE,WATERSIDE CIR (1),,,,ALAMEDA,FREMONT
81806600,2022,2022-06-30,2022-06-10,1539,5,FREMONT BLVD,ALDER AVE,,,,ALAMEDA,FREMONT
9582838,2023,2023-06-21,2023-05-16,1935,2,INTERNATIONAL BL,20TH AV,,,,ALAMEDA,OAKLAND
9583060,2023,2023-06-16,2023-03-29,1038,3,OUTLOOK AV,76TH AV,,,,ALAMEDA,OAKLAND
9590106,2023,2023-06-28,2023-05-23,1505,2,75TH AV,BANCROFT AV,,,,ALAMEDA,OAKLAND
9595564,2022,2023-06-30,2022-12-22,0907,4,E 11TH ST,23RD AV,,,,ALAMEDA,OAKLAND
9619052,2023,2023-12-21,2023-11-28,1840,2,WASHINGTON AV,SAN LEANDRO BL,,37.713249206542969,-122.14856719970703,ALAMEDA,SAN LEANDRO
9632070,2023,2023-11-14,2023-09-21,1330,4,WEST LAS POSITAS BL,HOPYARD RD,,,,ALAMEDA,PLEASANTON
9498435,2022,2022-10-21,2022-09-04,2015,7,INTERNATIONAL BL,66TH AV,,,,ALAMEDA,OAKLAND
9506036,2022,2022-11-18,2022-10-21,1235,5,DOUGHERTY RD,SCARLETT DR,,37.710678100585938,-121.91036224365234,ALAMEDA,DUBLIN
9523000,2022,2023-01-04,2022-11-06,1206,7,17TH ST,BROADWAY,,,,ALAMEDA,OAKLAND
9539303,2022,2023-02-04,2022-12-25,1826,7,NORTHGATE AV,SYCAMORE ST,,,,ALAMEDA,OAKLAND
9546845,2022,2023-02-23,2022-11-17,1621,4,59TH ST,BEAUDRY ST,,,,ALAMEDA,EMERYVILLE
9555087,2023,2023-03-29,2023-03-13,0921,1,PLEASANTON SUNOL RD,RT 680,680,,,ALAMEDA,PLEASANTON
9456076,2023,2023-08-25,2023-05-24,1559,3,HIGH ST,RT 580,580,,,ALAMEDA,OAKLAND
9463805,2022,2022-10-03,2022-08-29,2058,1,RT 185,135TH AV,185,,,ALAMEDA,SAN LEANDRO
9470023,2023,2023-09-12,2023-03-16,1013,4,INTERNATIONAL BL,64TH AV,,,,ALAMEDA,OAKLAND
9488740,2022,2022-09-12,2022-07-23,0125,6,ARGONAUT WY,WALNUT AV,,,,ALAMEDA,FREMONT
9490235,2022,2022-09-01,2022-06-25,0413,6,FOOTHILL BL,HIGH ST,,,,ALAMEDA,OAKLAND
9497207,2022,2022-09-28,2022-08-24,1510,3,DUBLIN BL,GRAFTON ST,,,,ALAMEDA,DUBLIN
9417822,2021,2022-03-28,2021-12-11,2318,6,GRAND AV,SANTA CLARA AV,,,,ALAMEDA,OAKLAND
9420888,2021,2022-05-09,2021-08-25,1855,3,PLEASANT VALLEY RD,MONTGOMERY ST,,,,ALAMEDA,OAKLAND
9435504,2022,2022-04-28,2022-03-26,1358,6,PENNIMAN AV,HUMBOLDT AV,,,,ALAMEDA,OAKLAND
9441310,2022,2022-05-19,2022-04-18,0955,1,96TH AV,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9444398,2022,2022-05-25,2022-03-27,1630,7,7TH ST,MIDDLE HARBOR RD,,,,ALAMEDA,OAKLAND
9451364,2022,2022-06-24,2022-05-14,2219,6,40TH AV,FOOTHILL BL,,,,ALAMEDA,OAKLAND
9312723,2021,2021-08-24,2021-07-30,1233,5,DRISCOLL RD,CHILTERN DR,,,,ALAMEDA,FREMONT
9315433,2021,2021-09-14,2021-07-31,0226,6,CENTRAL AV,WILBURN PL,,,,ALAMEDA,FREMONT
9320149,2021,2023-06-17,2021-05-22,1957,6,UNION CITY BL,KOHOUTEK WY,,,,ALAMEDA,UNION CITY
9320444,2022,2022-03-10,2022-01-07,1159,5,STEWART AV,CHRISTY ST,,,,ALAMEDA,FREMONT
9324642,2021,2021-09-20,2021-07-15,0104,4,WEBSTER TUBE,7TH ST,,,,ALAMEDA,OAKLAND
9327191,2021,2021-10-09,2021-06-20,1451,7,W A ST,SOUTH GARDEN AV,,,,ALAMEDA,HAYWARD
92124575,2023,2023-07-24,2023-07-12,1348,3,SR-84 / VALLECITOS ROAD WESTBOUND,I-680,84,37.596149444580078,-121.86383819580078,ALAMEDA,UNINCORPORATED
