CASE_ID,ACCIDENT_YEAR,PROC_DATE,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,STATE_ROUTE,LATITUDE,LONGITUDE,COUNTY,CITY
9373795,2021,2021-12-16,2021-11-16,0738,2,WHIPPLE RD,HAYMAN ST,,,,ALAMEDA,UNION CITY
9375337,2021,2021-12-17,2021-08-12,1505,4,WHIPPLE RD,HUNTWOOD AV,,,,ALAMEDA,UNION CITY
9376088,2021,2021-12-13,2021-07-21,2223,3,ALVARADO NILES RD,COPA DEL ORO DR,,,,ALAMEDA,UNION CITY
9376908,2021,2021-12-14,2021-09-27,1745,1,MANN AV,PERRY RD,,,,ALAMEDA,UNION CITY
9382002,2021,2022-01-28,2021-12-08,1711,3,INTERNATIONAL BL,80TH AV,,,,ALAMEDA,OAKLAND
9382059,2021,2022-02-02,2021-12-22,2335,3,HIGH ST,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9384310,2021,2022-01-14,2021-12-02,1429,4,THORNTON AV,MAYHEWS LANDING RD,,37.539211273193359,-122.02866363525391,ALAMEDA,NEWARK
9386597,2021,2022-01-04,2021-11-03,2130,3,OXFORD,HEARST AV,,37.874149322509766,-122.26628875732422,ALAMEDA,BERKELEY
9386956,2021,2022-01-10,2021-07-09,2254,5,TELEGRAPH AV,16TH ST,,,,ALAMEDA,OAKLAND
9387117,2021,2022-01-07,2021-05-16,1102,7,69TH AV,MACARTUR BL,,,,ALAMEDA,OAKLAND
9391349,2021,2022-01-19,2021-12-21,2340,2,EASTSHORE,EASTSHORE  1057,,37.882770538330078,-122.30667877197266,ALAMEDA,ALBANY
9391385,2021,2022-02-03,2021-10-21,1456,4,73RD AV,LOCKWOOD ST,,,,ALAMEDA,OAKLAND
9401165,2021,2022-02-11,2021-10-12,2155,2,WEST TENNYSON RD,PATRICK AV,,37.631389617919922,-122.07945251464844,ALAMEDA,HAYWARD
9405001,2022,2022-03-09,2022-01-26,1246,3,DUBLIN BL,TASSAJARA RD,,,,ALAMEDA,DUBLIN
9411545,2022,2022-02-16,2022-01-09,1448,7,MEDALLION DR,RUTHERFORD LN,,,,ALAMEDA,UNION CITY
9411548,2022,2022-02-16,2022-01-14,1029,5,WHIPPLE RD,KOHOUTEK WY,,,,ALAMEDA,UNION CITY
9412041,2022,2022-03-01,2022-02-04,1554,5,CEDAR BL,STEVENSON BL,,37.517948150634766,-121.99162292480469,ALAMEDA,FREMONT
9412337,2022,2022-03-03,2022-01-19,1651,3,STONERIDGE MALL RD,LAUREL CREEK WY,,,,ALAMEDA,PLEASANTON
9412891,2022,2022-03-02,2022-01-12,0800,3,CHERRY ST,SMITH AV,,37.525100708007812,-122.01860809326172,ALAMEDA,NEWARK
9413343,2022,2022-03-09,2022-02-01,1043,2,DUBLIN BL,REGIONAL ST,,37.702800750732422,-121.93357849121094,ALAMEDA,DUBLIN
9414353,2022,2022-03-18,2022-01-11,0909,2,RT 13,CALIFORNIA,13,37.853549957275391,-122.27690124511719,ALAMEDA,BERKELEY
9417834,2021,2022-04-05,2021-12-17,2219,5,9TH ST,HARRISON ST,,,,ALAMEDA,OAKLAND
9417837,2021,2022-03-28,2021-12-22,1948,3,73RD AV,HAMILTON ST,,,,ALAMEDA,OAKLAND
9418210,2022,2022-03-28,2022-02-11,1430,5,UNIVERSITY,GRANT,,37.871490478515625,-122.27548980712891,ALAMEDA,BERKELEY
9418764,2022,2022-03-25,2022-02-25,1840,5,UNIVERSITY,BONITA,,37.871700286865234,-122.27187347412109,ALAMEDA,BERKELEY
9418767,2022,2022-03-25,2022-02-17,1737,4,COLLEGE,CHANNING,,37.867488861083984,-122.2542724609375,ALAMEDA,BERKELEY
9422116,2021,2022-05-02,2021-07-02,2254,5,22ND AV,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9426458,2022,2022-04-04,2022-02-17,1845,4,34TH ST,PERALTA ST,,,,ALAMEDA,OAKLAND
9428565,2021,2022-04-15,2021-02-09,0810,2,WEST TENNYSON RD,MANON AV,,,,ALAMEDA,HAYWARD
9428574,2022,2022-04-15,2022-02-28,1929,1,W JACKSON ST,SANTA CLARA ST,,37.649421691894531,-122.09143829345703,ALAMEDA,HAYWARD
9430607,2022,2022-04-05,2022-01-21,0613,5,WEST TENNYSON RD,SLEEPY HOLLOW AV  S,,37.630889892578125,-122.09670257568359,ALAMEDA,HAYWARD
9431965,2022,2022-04-19,2022-01-28,1738,5,BROADWAY,GARNET ST,,,,ALAMEDA,OAKLAND
9432668,2022,2022-08-31,2022-07-13,1027,3,UNIVERSITY,CURTIS,,37.869438171386719,-122.28952026367188,ALAMEDA,BERKELEY
9433222,2021,2022-08-29,2021-11-13,1052,6,HEGENBERGER,RT 880,880,,,ALAMEDA,OAKLAND
9434952,2021,2022-05-02,2021-11-16,0734,2,98TH AV,EDES AV,,,,ALAMEDA,OAKLAND
9435397,2022,2022-04-14,2022-01-21,1030,5,MCKINLEY AV,PARK BL,,,,ALAMEDA,OAKLAND
9435520,2022,2022-04-29,2022-03-09,0740,3,7TH ST,FRONTAGE RD,,,,ALAMEDA,OAKLAND
9436082,2022,2022-05-03,2022-03-18,2249,5,HILLSIDE,PROSPECT,,37.867389678955078,-122.24980926513672,ALAMEDA,BERKELEY
9438522,2022,2022-05-17,2022-03-09,1230,3,TUNNEL,THE UPLANDS,13,37.855400085449219,-122.23930358886719,ALAMEDA,BERKELEY
9439455,2022,2022-05-27,2022-04-22,0540,5,THORTON AV,CEDAR BL,,37.542839050292969,-122.02644348144531,ALAMEDA,NEWARK
9441329,2021,2022-05-17,2021-12-02,0008,4,82ND AV,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9441808,2022,2022-05-17,2022-03-19,1822,6,EDWARDS AV,RT 580,580,,,ALAMEDA,OAKLAND
9441931,2022,2022-05-13,2022-01-26,2033,3,TELEGRAPH AV,45TH ST,,,,ALAMEDA,OAKLAND
9442406,2022,2022-04-29,2022-03-15,1703,2,E 12TH ST,14TH AV,,,,ALAMEDA,OAKLAND
9443282,2021,2022-04-29,2021-12-07,0829,2,SAN LEANDRO ST,71ST ST,,,,ALAMEDA,OAKLAND
9444515,2021,2022-05-25,2021-10-31,0008,7,73RD AV,MACARTHUR BL,,,,ALAMEDA,OAKLAND
9445894,2021,2022-05-24,2021-08-07,1325,6,11TH ST,JEFFERSON ST,,,,ALAMEDA,OAKLAND
9446216,2022,2022-05-27,2022-02-13,1610,7,HIGH ST,E 12TH ST,,,,ALAMEDA,OAKLAND
9446230,2022,2022-06-01,2022-01-28,2201,5,HIGH ST,FOOTHILL BL,,,,ALAMEDA,OAKLAND
9449701,2022,2022-06-07,2022-02-25,1459,5,FRUITVALE AV,SCHOOL ST,,,,ALAMEDA,OAKLAND
9449773,2022,2022-05-31,2022-03-11,0757,5,F ST,15TH ST,,,,ALAMEDA,UNION CITY
9451004,2022,2022-06-21,2022-05-14,1741,6,MACARTHUR BL,99TH AV,,,,ALAMEDA,OAKLAND
9451045,2022,2022-07-01,2022-03-04,1922,5,E 19TH ST,23RD AV,,,,ALAMEDA,OAKLAND
9451357,2022,2022-06-30,2022-05-11,0816,3,SAN LEANDRO ST,50TH ST,,,,ALAMEDA,OAKLAND
9451375,2022,2022-06-24,2022-05-17,0434,2,INTERNATIONAL BL,73RD AV,,,,ALAMEDA,OAKLAND
9452173,2022,2022-06-07,2022-04-01,1430,5,SHASTA,KEITH,,37.886829376220703,-122.25865173339844,ALAMEDA,BERKELEY
9454976,2022,2022-07-19,2022-05-04,0647,3,ASHBY,SACRAMENTO,13,37.853279113769531,-122.27900695800781,ALAMEDA,BERKELEY
9455404,2022,2022-07-11,2022-05-14,1857,6,RT 80,GILMAN ST,80,37.876201629638672,-122.30618286132812,ALAMEDA,BERKELEY
9455409,2022,2022-07-01,2022-05-12,1057,4,CHANNING,ELLSWORTH,,,,ALAMEDA,BERKELEY
9455423,2022,2022-08-09,2022-05-27,1807,5,MILVIA,CENTER,,37.869979858398438,-122.27055358886719,ALAMEDA,BERKELEY
9456275,2022,2022-07-06,2022-04-16,0837,6,VALLE VISTA AV,DIXON ST,,37.631500244140625,-122.05435180664062,ALAMEDA,HAYWARD
9456594,2022,2022-06-29,2022-04-11,1848,1,CASE AV,BERNAL AV,,,,ALAMEDA,PLEASANTON
9456859,2022,2022-06-24,2022-02-16,1852,3,MARTIN LUTHER KING JR WY,40TH ST,,,,ALAMEDA,OAKLAND
9457684,2022,2022-06-09,2022-01-30,0014,7,INTERNATIONAL BL,46TH AV,,,,ALAMEDA,OAKLAND
9457699,2022,2022-06-09,2022-01-14,1645,5,CAMPUS DR,REDWOOD RD,,,,ALAMEDA,OAKLAND
9457732,2022,2022-06-09,2022-02-02,0645,3,JACKSON ST,8TH ST,,,,ALAMEDA,OAKLAND
9457745,2022,2022-06-14,2022-05-18,0510,3,JACKSON ST,8TH ST,,,,ALAMEDA,OAKLAND
9458251,2022,2022-06-14,2022-05-15,1535,7,21ST AV,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9459264,2022,2022-06-16,2022-04-25,0530,1,SPRUCE ST,JARVIS AV,,37.538238525390625,-122.05962371826172,ALAMEDA,NEWARK
9462939,2022,2022-08-09,2022-06-09,2145,4,ASHBY AV,MABEL ST,13,37.852249145507812,-122.28471374511719,ALAMEDA,BERKELEY
9462941,2021,2022-07-26,2021-10-21,2314,4,SAN LEANDRO ST,81ST AV,,,,ALAMEDA,OAKLAND
9462952,2022,2022-08-11,2022-07-11,2141,1,RT 185,141ST AV,185,37.712169647216797,-122.13832092285156,ALAMEDA,SAN LEANDRO
9463845,2021,2022-09-06,2021-06-18,2215,5,40TH ST,WEST ST,,,,ALAMEDA,OAKLAND
9464272,2022,2023-04-14,2022-12-02,0741,5,BLACOW RD,CALAVERAS AV,,,,ALAMEDA,FREMONT
9465255,2022,2023-01-13,2022-11-27,1516,7,EMBARCADERO,9TH AV,,,,ALAMEDA,OAKLAND
9465711,2022,2023-01-04,2022-11-29,0815,2,FOOTHILL RD,MUIRWOOD DR,,,,ALAMEDA,PLEASANTON
9466821,2022,2023-02-08,2022-08-31,1906,3,GRAND AV,MANDELA PKWY,,,,ALAMEDA,OAKLAND
9467004,2022,2023-02-01,2022-12-12,1800,1,GRAND AV,OAKLAND AV,,37.822010040283203,-122.24311065673828,ALAMEDA,PIEDMONT
9468187,2022,2023-01-18,2022-12-09,1510,5,TELEGRAPH AV,56TH ST,,,,ALAMEDA,OAKLAND
9468244,2022,2023-01-30,2022-12-15,1825,4,N MISSION BL,BLANCHE ST,,,,ALAMEDA,HAYWARD
9469894,2023,2023-10-02,2023-08-25,1421,5,BROADWAY,14TH ST,,,,ALAMEDA,OAKLAND
9470024,2023,2023-09-12,2023-03-13,0516,1,6TH ST,JACKSON ST,,,,ALAMEDA,OAKLAND
9470028,2023,2023-09-21,2023-04-27,1536,4,EDWARDS AV,SUNNYMERE AV,,,,ALAMEDA,OAKLAND
9473980,2022,2022-08-24,2022-06-15,0256,3,FONTAINE ST,HOLMES,,,,ALAMEDA,OAKLAND
9473990,2022,2022-08-25,2022-06-28,2023,2,47TH AV,SAN LEANDRO BL,,,,ALAMEDA,OAKLAND
9474715,2022,2022-07-07,2022-05-30,1630,1,BANCROFT AV,50TH AV,,,,ALAMEDA,OAKLAND
9475279,2022,2022-07-12,2022-04-07,1529,4,GRESEL ST,MISSION BL,,37.618648529052734,-122.03427124023438,ALAMEDA,HAYWARD
9476690,2022,2022-07-21,2022-05-25,2107,3,66TH AV,COLISEUM WY,,,,ALAMEDA,OAKLAND
9477155,2022,2022-07-22,2022-02-11,1925,5,BANCROFT AV,81TH AV,,,,ALAMEDA,OAKLAND
9477189,2021,2022-07-22,2021-09-23,0236,4,HIGH ST,INTERNATIONAL BL,,,,ALAMEDA,OAKLAND
9477976,2022,2022-09-08,2022-07-04,0635,1,SANTA RITA RD,STONERIDGE DR,,,,ALAMEDA,PLEASANTON
9482521,2022,2022-07-28,2022-06-04,1716,6,FRUITVALE AV,E 16TH ST,,,,ALAMEDA,OAKLAND
9482720,2022,2022-08-02,2022-06-11,0000,6,INTERNATIONAL BL,90TH AV,,,,ALAMEDA,OAKLAND
9482953,2022,2022-08-08,2022-07-02,2047,6,FREMONT BL,RT 880,880,,,ALAMEDA,FREMONT
9483950,2022,2022-08-23,2022-06-04,0824,6,SAN PABLO AV,29TH ST,,,,ALAMEDA,OAKLAND
9487434,2022,2022-10-13,2022-08-12,0855,5,ASHBY,7TH ST,13,37.851009368896484,-122.91104125976562,ALAMEDA,BERKELEY
9490274,2022,2022-08-25,2022-07-16,1910,6,37TH AV,E 12TH ST,,,,ALAMEDA,OAKLAND
9490966,2022,2022-09-01,2022-07-27,0213,3,HEGENBERGER RD,BALDWIN ST,,,,ALAMEDA,OAKLAND
9491188,2022,2022-10-19,2022-06-28,1011,2,SAN LEANDRO ST,92ND AV,,,,ALAMEDA,OAKLAND
9491568,2022,2022-09-14,2022-08-13,0647,6,GOLF LINKS DR,98TH AV,,,,ALAMEDA,OAKLAND
9492163,2022,2022-09-08,2022-05-25,0849,3,N FOOTHILL BL,GROVE WY,,37.683670043945312,-122.09017181396484,ALAMEDA,HAYWARD
9495287,2022,2022-10-06,2022-08-01,2015,1,HESPERIAN BL,CATALPA WY,,37.620548248291016,-122.09037017822266,ALAMEDA,HAYWARD
9495288,2022,2022-10-06,2022-08-20,1458,6,DOLLAR ST,FANUNCIO LN,,37.652370452880859,-122.06803894042969,ALAMEDA,HAYWARD
9495313,2022,2022-10-03,2022-08-24,1351,3,14TH AV,E 21ST ST,,,,ALAMEDA,OAKLAND
9498118,2022,2022-09-27,2022-08-18,1738,4,16TH ST,MLK JR WAY,,,,ALAMEDA,OAKLAND
9498716,2022,2022-10-19,2022-08-04,1644,4,98TH AV,BIGGE AV,,,,ALAMEDA,OAKLAND
9499045,2022,2022-10-20,2022-07-28,1135,4,35TH AV,E 18TH ST,,,,ALAMEDA,OAKLAND
9500882,2022,2022-10-18,2022-09-02,1808,5,5HT ST,G ST,,,,ALAMEDA,UNION CITY
9502057,2022,2022-11-07,2022-09-09,2059,5,BANCROFT,DANA ST,,37.873889923095703,-122.25447845458984,ALAMEDA,BERKELEY
9502732,2022,2022-09-16,2022-06-25,0702,6,SAN LEANDRO ST,STONE ST,,,,ALAMEDA,OAKLAND
9504035,2022,2022-10-06,2022-01-01,2320,6,MISSION BL,CARLOS BEE BL,,37.660251617431641,-122.07401275634766,ALAMEDA,HAYWARD
9504237,2022,2022-09-30,2022-08-04,2115,4,67TH ST,SAN PABLO AV,123,37.866531372070312,-122.28878021240234,ALAMEDA,BERKELEY
9504341,2022,2022-10-18,2022-06-11,0530,6,MISSION BL,E ST,238,,,ALAMEDA,UNION CITY
9505059,2022,2022-11-02,2022-10-14,0910,5,SANTA RITA RD,OLD SANTA RITA RD,,,,ALAMEDA,PLEASANTON
9511183,2022,2023-02-01,2022-12-16,1715,5,JARVIS AV,NEWARK BL,,37.550430297851562,-122.04945373535156,ALAMEDA,NEWARK
9512767,2022,2022-11-03,2022-09-10,2141,6,DAVIS ST,SAN LEANDRO BL,,,,ALAMEDA,SAN LEANDRO
9513106,2022,2022-11-18,2022-04-03,2357,7,POWELL ST,SAN PABLO,,,,ALAMEDA,EMERYVILLE
9520340,2022,2023-02-15,2022-06-26,0151,7,RT 185,54TH AV,185,,,ALAMEDA,OAKLAND
9523819,2022,2022-11-23,2022-09-14,0838,3,14TH ST,BROADWAY,,,,ALAMEDA,OAKLAND
9524130,2022,2022-12-08,2022-09-15,0019,4,HEGENBERGER RD,HAMILTON ST,,,,ALAMEDA,OAKLAND
9524179,2022,2023-01-04,2022-11-07,1714,1,S TAYLOR AV,E INDUSTRSIAL PKWY E,,37.623668670654297,-122.05442810058594,ALAMEDA,HAYWARD
9525097,2022,2023-09-11,2022-07-09,1207,6,SAN LEANDRO ST,37TH AV,,,,ALAMEDA,OAKLAND
9525543,2022,2023-01-30,2022-04-27,0838,3,66TH AV,LUCILLE,,,,ALAMEDA,OAKLAND
9529740,2022,2022-12-05,2022-10-22,1437,6,ASHBY AV,PINE AV,13,37.857868194580078,-122.24838256835938,ALAMEDA,BERKELEY
9529744,2022,2022-12-05,2022-10-24,0022,1,RT 13,7TH ST,13,37.851360321044922,-122.29087829589844,ALAMEDA,BERKELEY
9530099,2022,2022-12-20,2022-08-12,1958,5,ALVARADO NILES RD,SANTA MARIA DR,880,,,ALAMEDA,UNION CITY
9536850,2022,2023-01-06,2022-11-23,1732,3,ASHBY AV,KING ST,,37.854030609130859,-122.27481842041016,ALAMEDA,BERKELEY
9537397,2022,2023-01-06,2022-11-17,2207,4,SHATTUCK AV,BANCROFT,,37.867591857910156,-122.26776885986328,ALAMEDA,BERKELEY
9537414,2022,2023-01-11,2022-11-09,1523,3,STUART,MILVIA ST,,37.858219146728516,-122.26923370361328,ALAMEDA,BERKELEY
9538597,2022,2023-01-04,2022-06-18,1805,6,INTERNATIONAL BL,2ND AV,,,,ALAMEDA,OAKLAND
9539591,2022,2023-01-20,2022-05-23,1015,1,34TH ST,ADELINE ST,,,,ALAMEDA,OAKLAND
9540001,2022,2023-01-25,2022-11-08,0656,2,MARIN,NEILSON,,37.889339447021484,-122.28611755371094,ALAMEDA,ALBANY
9540167,2022,2023-02-06,2022-12-11,1300,7,INTERNATIONAL BL,95TH AV,,,,ALAMEDA,OAKLAND
9541684,2022,2023-01-25,2022-12-07,2105,3,MARINA BL,AURORA DR,,,,ALAMEDA,SAN LEANDRO
9541844,2022,2023-01-12,2022-11-29,1401,2,BANCROFT AV,DUTTON AV,,,,ALAMEDA,SAN LEANDRO
9545947,2023,2023-03-03,2023-01-18,1540,3,EMERY ST,40TH ST,,,,ALAMEDA,EMERYVILLE
9546827,2022,2023-02-22,2022-08-08,1706,1,45TH ST,HOLLIS ST,,,,ALAMEDA,EMERYVILLE
9547765,2023,2023-04-12,2023-02-01,1109,3,WASHINGTON,KEY ROUTE BL,,37.890720367431641,-122.29287719726562,ALAMEDA,ALBANY
9554165,2023,2023-03-15,2023-01-10,0945,2,105TH AV,SAN LEANDRO ST,,,,ALAMEDA,OAKLAND
9556217,2023,2023-04-06,2023-02-28,1130,2,BANCROFT AV,DOLORES AV,,,,ALAMEDA,SAN LEANDRO
9561714,2023,2023-04-04,2023-02-23,2015,4,9TH,UNIVERSITY,,37.868640899658203,-122.29441070556641,ALAMEDA,BERKELEY
9562326,2023,2023-04-17,2023-02-27,0432,1,WEST MACARTHUR BL,MARTIN LUTHER KING JR WY,,,,ALAMEDA,OAKLAND
9568143,2023,2023-04-27,2023-03-06,1934,1,HEINZ AV,SAN PABLO AV,123,37.854400634765625,-122.28739929199219,ALAMEDA,BERKELEY
9568921,2023,2023-05-25,2023-04-28,2329,5,MARTIN LUTHER KING JR,ADELINE,,37.847259521484375,-122.271728515625,ALAMEDA,BERKELEY
9575724,2023,2023-06-22,2023-05-25,0838,4,S WILLOW RD,N INGLEWOOD DR N,,,,ALAMEDA,PLEASANTON
9576584,2023,2023-08-17,2023-07-16,1300,7,E 14TH ST,CASTRO ST,185,,,ALAMEDA,SAN LEANDRO
9581705,2023,2023-06-30,2023-05-22,1713,1,CENTRAL AV,ATLANTIC ST,,,,ALAMEDA,UNION CITY
9582299,2023,2023-05-26,2023-04-05,1011,3,MARKET ST,WEST MACARTHUR BL,,,,ALAMEDA,OAKLAND
9582703,2023,2023-06-23,2023-03-11,0950,6,CLAREMONT AV,CHABOT RD,,,,ALAMEDA,OAKLAND
9584293,2023,2023-05-17,2023-04-07,0815,5,MACARTHUR BL,98TH AV,,,,ALAMEDA,OAKLAND
9585830,2023,2023-06-08,2023-04-24,1702,1,GADING RD,MOUNTAINTOP AV,,37.646411895751953,-122.08270263671875,ALAMEDA,HAYWARD
9586631,2023,2023-06-14,2023-04-08,1445,6,DOOLITTLE DR,WILLIAMS ST,,,,ALAMEDA,SAN LEANDRO
9586665,2022,2023-06-16,2022-08-21,1930,7,FRANKLIN ST,15TH ST,,,,ALAMEDA,OAKLAND
9587630,2023,2023-06-08,2023-05-26,0827,5,KEY ROUTE BL,PORTLAND AV,,37.894100189208984,-122.29248046875,ALAMEDA,ALBANY
9589487,2023,2023-06-13,2023-01-22,1508,7,OAKLAND AV,SANTA CLARA AV,,,,ALAMEDA,OAKLAND
9590176,2023,2023-06-22,2023-03-27,1820,1,BROADWAY,8TH ST,,,,ALAMEDA,OAKLAND
9590827,2023,2023-07-06,2023-01-13,2125,5,PARK BL,E 18TH ST,,,,ALAMEDA,OAKLAND
9590868,2023,2023-08-24,2023-05-10,1749,3,HARRISON ST,15TH ST,,,,ALAMEDA,OAKLAND
9594536,2023,2023-07-10,2023-03-02,1108,4,UNION SQUARE,ALVARADO NILES,,,,ALAMEDA,UNION CITY
9597168,2023,2023-08-01,2023-06-15,1559,4,BROADWAY,4TH ST,,,,ALAMEDA,OAKLAND
9597199,2023,2023-08-01,2023-05-26,1543,5,5TH ST,BRUSH ST,,,,ALAMEDA,OAKLAND
9607226,2023,2023-09-06,2023-01-21,1621,6,COLISEUM WY,JULIE ANN WY,,,,ALAMEDA,OAKLAND
9610632,2023,2023-09-08,2023-08-09,1108,3,BALENTINE DR,JOHN MUIR DR,,37.523700714111328,-121.99437713623047,ALAMEDA,NEWARK
9613107,2023,2023-10-02,2023-08-17,0117,4,STANLEY BL,VALLEY AV,,,,ALAMEDA,PLEASANTON
9613556,2023,2023-09-05,2023-07-31,0545,1,SHATTUCK,BANCROFT,,37.867450714111328,-122.26734924316406,ALAMEDA,BERKELEY
9616904,2023,2023-10-09,2023-06-18,0812,7,LAKE MERRITT BL,E 12TH ST,,,,ALAMEDA,OAKLAND
9618020,2023,2023-11-08,2023-08-10,1524,4,MARTIN LUTHER KING JR WY,DELAWARE,,,,ALAMEDA,BERKELEY
9619054,2023,2023-12-15,2023-11-07,1807,2,90TH AV,BANCROFT AV,,,,ALAMEDA,OAKLAND
9619161,2023,2023-12-27,2023-05-06,2353,6,66TH AV,SOLISEUM WY,,,,ALAMEDA,OAKLAND
9621414,2023,2023-12-14,2023-10-27,0907,5,STARWARD DR,AMADOR VALLEY BL,,,,ALAMEDA,DUBLIN
9629772,2023,2023-10-27,2023-09-06,1000,3,FULTON,DURANT,,37.866928100585938,-122.26580810546875,ALAMEDA,BERKELEY
9630637,2023,2023-10-30,2023-07-17,2057,1,A ST,ALICE ST,,,,ALAMEDA,HAYWARD
9631218,2023,2023-12-07,2023-09-22,1414,5,RT 185,150TH AV,185,,,ALAMEDA,SAN LEANDRO
9633646,2023,2023-11-27,2023-09-06,1801,3,OAKLAND AV,SANTA CLARA AV,,,,ALAMEDA,OAKLAND
9635133,2023,2024-03-21,2023-11-30,0841,4,FALLON RD,CYDONIA CT,,37.731159210205078,-121.86396789550781,ALAMEDA,DUBLIN
9637434,2023,2024-02-23,2023-10-21,1134,6,SAN PABLO AV,CHANNING WY,123,37.862850189208984,-122.29010772705078,ALAMEDA,BERKELEY
9639811,2023,2023-11-29,2023-08-20,1029,7,SAN LEANDRO ST,39TH AV,,,,ALAMEDA,OAKLAND
9641419,2023,2023-12-12,2023-10-01,2339,7,DURANT,BOWDITCH ST,,37.867870330810547,-122.25827789306641,ALAMEDA,BERKELEY
9641868,2023,2024-01-23,2023-11-12,1547,7,ADELINE ST,58TH ST,,,,ALAMEDA,OAKLAND
9642161,2023,2023-12-13,2023-03-08,0113,3,FAIRFAX AV,MONTICELLO ST,,,,ALAMEDA,OAKLAND
9642168,2023,2023-12-13,2023-06-18,0819,7,COLTON BL,MENDOZA DR,,,,ALAMEDA,OAKLAND
9642527,2023,2023-12-28,2023-06-04,1054,7,UNION CITY BL,JEAN DR,,,,ALAMEDA,UNION CITY
9642651,2023,2023-11-18,2023-10-06,1952,5,HILLMONT DR,SEMINARY AV,,,,ALAMEDA,OAKLAND
9644384,2023,2023-12-08,2023-10-02,1424,1,D ST,MEEK AV,,37.664169311523438,-122.08762359619141,ALAMEDA,HAYWARD
9649165,2023,2023-12-29,2023-11-05,2025,7,73RD AV,KRAUSE AV,,,,ALAMEDA,OAKLAND
9650666,2023,2024-01-17,2023-06-08,0936,4,11TH AV,E 15TH ST,,,,ALAMEDA,OAKLAND
9651615,2023,2024-01-19,2023-05-20,1122,6,27TH ST,NORTHGATE AV,,,,ALAMEDA,OAKLAND
9651846,2023,2024-01-30,2023-11-29,1612,3,CATALINA ST,FARALLON DR,,,,ALAMEDA,SAN LEANDRO
9652087,2023,2024-02-05,2023-12-22,1239,5,LA VEREDA RD,LA LOMA AV,,37.880550384521484,-122.25810241699219,ALAMEDA,BERKELEY
9654261,2023,2024-01-18,2023-09-23,1401,6,MACARTHUR BL,OAKLAND AVE,,,,ALAMEDA,OAKLAND
9661288,2023,2024-01-29,2023-09-10,0316,7,SAN PABLO AV,WEST GRAND AV,,,,ALAMEDA,OAKLAND
9671324,2023,2024-03-16,2023-09-11,1556,1,14TH ST,UNION ST,,,,ALAMEDA,OAKLAND
9675447,2023,2024-02-24,2023-07-21,1417,5,EMBARCADERO BL,DENNISON ST,,,,ALAMEDA,OAKLAND
9678295,2023,2024-03-11,2023-12-16,1526,6,ADELINE ST,56TH ST,,,,ALAMEDA,OAKLAND
9678842,2023,2024-03-16,2023-07-25,1830,2,SHATTUCK AV,54TH ST,,,,ALAMEDA,OAKLAND
9678923,2023,2024-06-21,2023-11-27,1854,1,SAN LEANDRO ST,HIGH ST,,,,ALAMEDA,OAKLAND
9680557,2023,2024-04-06,2023-10-18,0951,3,MACARTHUR BL,MARKET ST,,,,ALAMEDA,OAKLAND
9714744,2023,2024-07-22,2023-11-29,1504,3,SAN LEANDRO ST,92ND AV,,,,ALAMEDA,OAKLAND
9714747,2023,2024-07-22,2023-10-16,1750,1,LAKESHORE AV,BEACHY ST,,,,ALAMEDA,OAKLAND
81456383,2021,2021-04-22,2021-03-14,1235,7,HOLMES ST,LEXINGTON WY,,37.651699066162109,-121.78298950195312,ALAMEDA,LIVERMORE
81466700,2021,2021-05-06,2021-04-26,1024,1,VASCO RD,FORGET ME NOT CO,,37.713748931884766,-121.72374725341797,ALAMEDA,LIVERMORE
81517254,2021,2021-07-12,2021-06-28,1539,1,ENCINAL AV,PARK ST,61,37.762428283691406,-122.24424743652344,ALAMEDA,ALAMEDA
81519575,2021,2021-07-14,2021-06-28,0639,1,BUENA VISTA AV,CHAPIN ST,,37.777141571044922,-122.26783752441406,ALAMEDA,ALAMEDA
81546476,2021,2021-08-17,2021-08-09,0003,1,RAILROAD AV,P ST,,37.681179046630859,-121.77699279785156,ALAMEDA,LIVERMORE
81578557,2021,2021-09-24,2021-09-16,0655,4,JUNCTION AV,LADD AV,,,,ALAMEDA,LIVERMORE
81582253,2021,2021-09-29,2021-09-25,0653,6,AUTO MALL PKWY,I-880 NB OFFRAMP,,,,ALAMEDA,FREMONT
81582254,2021,2021-09-29,2021-09-26,0926,7,ARDENWOOD BLVD,RANCHO DR,,,,ALAMEDA,FREMONT
81601004,2021,2021-10-20,2021-09-22,0825,3,HOLMES ST,AARON ST,,37.674789428710938,-121.78002166748047,ALAMEDA,LIVERMORE
81630065,2021,2021-11-19,2021-10-26,1802,2,FREMONT BLVD,W WARREN AVE,,,,ALAMEDA,FREMONT
81630075,2021,2021-11-19,2021-11-11,1942,4,BRISA ST,NATIONAL DR,,37.701541900634766,-121.71337127685547,ALAMEDA,LIVERMORE
81644763,2021,2021-12-07,2021-11-26,2019,5,ISABEL AV,STANLEY CONNECTOR,,,,ALAMEDA,LIVERMORE
81649446,2021,2021-12-13,2021-11-29,0738,1,CUSHING PKWY,NORTHPORT LOOP E,,,,ALAMEDA,FREMONT
